name,ngram,score_1,score_2,score_3
OFI ASSET MANAGEMENT,ASSET,25,4,217
OFI ASSET MANAGEMENT,MANAGEMENT,39,4,1176
OFI ASSET MANAGEMENT,OFI ASSET,-1,4,2
OFI ASSET MANAGEMENT,OFI MANAGEMENT,-1,0,0
OFI ASSET MANAGEMENT,ASSET MANAGEMENT,-1,4,179
OFI ASSET MANAGEMENT,OFI ASSET MANAGEMENT,-1,4,2
CSP TECHNOLOGIES,CSP,1,1,7
CSP TECHNOLOGIES,TECHNOLOGIES,25,1,773
CSP TECHNOLOGIES,CSP TECHNOLOGIES,-1,1,2
WENDEL,WENDEL,1,17,15
WEBENGINEERING,WEBENGINEERING,1,1,0
COURTOIS SA,COURTOIS,1,13,5
CLASQUIN SA,CLASQUIN,1,10,0
ADOCIA,ADOCIA,1,10,0
ACCOR,ACCOR,2,35,1514
ELECTRICITE DE FRANCE,ELECTRICITE,6,18,223
ELECTRICITE DE FRANCE,FRANCE,265,18,2860
ELECTRICITE DE FRANCE,ELECTRICITE FRANCE,-1,0,0
KERING,KERING,2,23,26
SOFT COMPUTING,SOFT,19,11,230
SOFT COMPUTING,COMPUTING,1,11,20
SOFT COMPUTING,SOFT COMPUTING,-1,11,1
WE. CONNECT,WE,45,9,807
WE. CONNECT,CONNECT,3,9,463
WE. CONNECT,WE CONNECT,-1,2,0
SOCIETE GENERALE,SOCIETE,32,47,4552
SOCIETE GENERALE,GENERALE,7,47,1192
SOCIETE GENERALE,SOCIETE GENERALE,-1,47,122
STEF,STEF,2,15,16
AIR FRANCE - KLM,AIR,41,27,9303
AIR FRANCE - KLM,FRANCE,265,25,2853
AIR FRANCE - KLM,KLM,2,24,19
AIR FRANCE - KLM,AIR FRANCE,-1,25,28
AIR FRANCE - KLM,AIR KLM,-1,0,0
AIR FRANCE - KLM,FRANCE KLM,-1,13,9
AIR FRANCE - KLM,AIR FRANCE KLM,-1,13,9
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE,78,1,7593
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,EXPLOITATION,5,0,1120
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,SCE,1,1,310
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,AUXILIAIRE,1,0,8
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,AERIEN,1,1,120
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE EXPLOITATION,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE SCE,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE AUXILIAIRE,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE AERIEN,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,EXPLOITATION SCE,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,EXPLOITATION AUXILIAIRE,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,EXPLOITATION AERIEN,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,SCE AUXILIAIRE,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,SCE AERIEN,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,AUXILIAIRE AERIEN,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE EXPLOITATION SCE,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE EXPLOITATION AUXILIAIRE,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE EXPLOITATION AERIEN,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE SCE AUXILIAIRE,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE SCE AERIEN,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE AUXILIAIRE AERIEN,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,EXPLOITATION SCE AUXILIAIRE,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,EXPLOITATION SCE AERIEN,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,EXPLOITATION AUXILIAIRE AERIEN,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,SCE AUXILIAIRE AERIEN,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE EXPLOITATION SCE AUXILIAIRE,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE EXPLOITATION SCE AERIEN,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE EXPLOITATION AUXILIAIRE AERIEN,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE SCE AUXILIAIRE AERIEN,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,EXPLOITATION SCE AUXILIAIRE AERIEN,-1,0,0
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,CIE EXPLOITATION SCE AUXILIAIRE AERIEN,-1,0,0
NEWREST GROUP INTERNATIONAL,NEWREST,1,3,4
NEWREST GROUP INTERNATIONAL,GROUP,123,2,7352
NEWREST GROUP INTERNATIONAL,INTERNATIONAL,35,1,1741
NEWREST GROUP INTERNATIONAL,NEWREST GROUP,-1,0,0
NEWREST GROUP INTERNATIONAL,NEWREST INTERNATIONAL,-1,0,0
NEWREST GROUP INTERNATIONAL,GROUP INTERNATIONAL,-1,0,0
NEWREST GROUP INTERNATIONAL,NEWREST GROUP INTERNATIONAL,-1,0,0
BACCARAT,BACCARAT,1,10,0
DRONE VOLT,DRONE,8,29,83
DRONE VOLT,VOLT,3,29,109
DRONE VOLT,DRONE VOLT,-1,29,2
SENSORION,SENSORION,1,10,0
EXEL INDUSTRIES,EXEL,3,15,26
EXEL INDUSTRIES,INDUSTRIES,9,15,170
EXEL INDUSTRIES,EXEL INDUSTRIES,-1,15,2
GENOMIC VISION,GENOMIC,2,12,5
GENOMIC VISION,VISION,9,12,1710
GENOMIC VISION,GENOMIC VISION,-1,12,1
DNXCORP SE,DNXCORP,1,13,0
IT LINK,IT,205,13,11330
IT LINK,LINK,7,13,82
IT LINK,IT LINK,-1,13,1
ARCHOS,ARCHOS,1,20,4
ALTAMIR,ALTAMIR,1,5,9
MONETA ASSET MANAGEMENT,MONETA,1,1,65
MONETA ASSET MANAGEMENT,ASSET,25,1,220
MONETA ASSET MANAGEMENT,MANAGEMENT,39,1,1179
MONETA ASSET MANAGEMENT,MONETA ASSET,-1,1,1
MONETA ASSET MANAGEMENT,MONETA MANAGEMENT,-1,0,0
MONETA ASSET MANAGEMENT,ASSET MANAGEMENT,-1,1,182
MONETA ASSET MANAGEMENT,MONETA ASSET MANAGEMENT,-1,1,1
STENTYS,STENTYS,1,16,0
EXACOMPTA CLAIREFONTAINE,EXACOMPTA,2,5,2
EXACOMPTA CLAIREFONTAINE,CLAIREFONTAINE,1,5,2
EXACOMPTA CLAIREFONTAINE,EXACOMPTA CLAIREFONTAINE,-1,5,2
SOCIETE EXACOMPTA,SOCIETE,32,1,4598
SOCIETE EXACOMPTA,EXACOMPTA,2,1,6
SOCIETE EXACOMPTA,SOCIETE EXACOMPTA,-1,0,0
RAINEX,RAINEX,1,1,2
AXA,AXA,4,39,71
SA TIPIAK,TIPIAK,1,9,0
ARDIAN FRANCE,ARDIAN,2,10,37
ARDIAN FRANCE,FRANCE,265,1,2877
ARDIAN FRANCE,ARDIAN FRANCE,-1,0,0
SEQENS,SEQENS,1,0,0
ARTEFACT,ARTEFACT,1,6,0
FINANCIERE DE L ODET,FINANCIERE,17,3,1616
FINANCIERE DE L ODET,ODET,1,1,9
FINANCIERE DE L ODET,FINANCIERE ODET,-1,0,0
BLUE SOLUTIONS,BLUE,6,11,88
BLUE SOLUTIONS,SOLUTIONS,19,11,1460
BLUE SOLUTIONS,BLUE SOLUTIONS,-1,11,4
BAYER CROPSCIENCE HOLDING,BAYER,1,1,3
BAYER CROPSCIENCE HOLDING,CROPSCIENCE,1,0,0
BAYER CROPSCIENCE HOLDING,HOLDING,39,0,272
BAYER CROPSCIENCE HOLDING,BAYER CROPSCIENCE,-1,0,0
BAYER CROPSCIENCE HOLDING,BAYER HOLDING,-1,0,0
BAYER CROPSCIENCE HOLDING,CROPSCIENCE HOLDING,-1,0,0
BAYER CROPSCIENCE HOLDING,BAYER CROPSCIENCE HOLDING,-1,0,0
ENGIE GLOBAL MARKETS,ENGIE,7,2,183
ENGIE GLOBAL MARKETS,GLOBAL,4,2,1119
ENGIE GLOBAL MARKETS,MARKETS,2,2,69
ENGIE GLOBAL MARKETS,ENGIE GLOBAL,-1,2,2
ENGIE GLOBAL MARKETS,ENGIE MARKETS,-1,0,0
ENGIE GLOBAL MARKETS,GLOBAL MARKETS,-1,2,2
ENGIE GLOBAL MARKETS,ENGIE GLOBAL MARKETS,-1,2,0
SPIE INDUSTRIE & TERTIAIRE,SPIE,9,2,107
SPIE INDUSTRIE & TERTIAIRE,INDUSTRIE,21,0,1661
SPIE INDUSTRIE & TERTIAIRE,TERTIAIRE,1,1,69
SPIE INDUSTRIE & TERTIAIRE,SPIE INDUSTRIE,-1,0,1
SPIE INDUSTRIE & TERTIAIRE,SPIE TERTIAIRE,-1,0,0
SPIE INDUSTRIE & TERTIAIRE,INDUSTRIE TERTIAIRE,-1,0,0
SPIE INDUSTRIE & TERTIAIRE,SPIE INDUSTRIE TERTIAIRE,-1,0,0
TOTAL SA,TOTAL,6,53,1756
PHARMAGEST INTERACTIVE,PHARMAGEST,1,27,12
PHARMAGEST INTERACTIVE,INTERACTIVE,4,6,87
PHARMAGEST INTERACTIVE,PHARMAGEST INTERACTIVE,-1,6,2
ADUX,ADUX,1,12,1
SEB SA,SEB,3,4,104
SAS SEB,SAS,96,0,169
SAS SEB,SEB,3,13,95
SAS SEB,SAS SEB,-1,0,0
FONCIERE EURIS,FONCIERE,11,6,184
FONCIERE EURIS,EURIS,1,6,10
FONCIERE EURIS,FONCIERE EURIS,-1,6,2
MEMSCAP,MEMSCAP,1,6,0
LE TANNEUR ET CIE,TANNEUR,1,9,4
LE TANNEUR ET CIE,CIE,78,8,7586
LE TANNEUR ET CIE,TANNEUR CIE,-1,0,0
ALCATEL LUCENT,ALCATEL,2,1,10
ALCATEL LUCENT,LUCENT,1,1,6
ALCATEL LUCENT,ALCATEL LUCENT,-1,0,1
ABC ARBITRAGE,ABC,3,8,24
ABC ARBITRAGE,ARBITRAGE,1,8,38
ABC ARBITRAGE,ABC ARBITRAGE,-1,8,0
SAPMER,SAPMER,1,5,0
NAXICAP PARTNERS,NAXICAP,1,4,12
NAXICAP PARTNERS,PARTNERS,27,3,297
NAXICAP PARTNERS,NAXICAP PARTNERS,-1,3,5
ONEDIRECT,ONEDIRECT,1,1,1
INGENICO GROUP,INGENICO,1,40,12
INGENICO GROUP,GROUP,123,31,7323
INGENICO GROUP,INGENICO GROUP,-1,18,3
CEGEDIM,CEGEDIM,4,34,16
GAUSSIN S.A.,GAUSSIN,1,17,2
EOS IMAGING,EOS,4,26,141
EOS IMAGING,IMAGING,1,26,18
EOS IMAGING,EOS IMAGING,-1,26,0
HIGH CO,HIGH,4,17,81
HIGH CO,CO,263,17,11448
HIGH CO,HIGH CO,-1,0,3
OSE IMMUNOTHERAPEUTICS,OSE,5,8,3096
OSE IMMUNOTHERAPEUTICS,IMMUNOTHERAPEUTICS,1,7,0
OSE IMMUNOTHERAPEUTICS,OSE IMMUNOTHERAPEUTICS,-1,7,0
ADTHINK,ADTHINK,1,13,0
KORIAN,KORIAN,1,15,16
EVOLIS,EVOLIS,1,14,1
GAMELOFT SE,GAMELOFT,1,7,9
VISIATIV,VISIATIV,1,20,6
VETOQUINOL S.A,VETOQUINOL,1,9,0
CAISSE FEDERALE DE CREDIT MUTUEL,CAISSE,7,0,201
CAISSE FEDERALE DE CREDIT MUTUEL,FEDERALE,2,0,11
CAISSE FEDERALE DE CREDIT MUTUEL,CREDIT,23,1,849
CAISSE FEDERALE DE CREDIT MUTUEL,MUTUEL,8,1,82
CAISSE FEDERALE DE CREDIT MUTUEL,CAISSE FEDERALE,-1,0,2
CAISSE FEDERALE DE CREDIT MUTUEL,CAISSE CREDIT,-1,0,0
CAISSE FEDERALE DE CREDIT MUTUEL,CAISSE MUTUEL,-1,0,0
CAISSE FEDERALE DE CREDIT MUTUEL,FEDERALE CREDIT,-1,0,0
CAISSE FEDERALE DE CREDIT MUTUEL,FEDERALE MUTUEL,-1,0,0
CAISSE FEDERALE DE CREDIT MUTUEL,CREDIT MUTUEL,-1,1,37
CAISSE FEDERALE DE CREDIT MUTUEL,CAISSE FEDERALE CREDIT,-1,0,0
CAISSE FEDERALE DE CREDIT MUTUEL,CAISSE FEDERALE MUTUEL,-1,0,0
CAISSE FEDERALE DE CREDIT MUTUEL,CAISSE CREDIT MUTUEL,-1,0,0
CAISSE FEDERALE DE CREDIT MUTUEL,FEDERALE CREDIT MUTUEL,-1,0,0
CAISSE FEDERALE DE CREDIT MUTUEL,CAISSE FEDERALE CREDIT MUTUEL,-1,0,0
BUSINESS & DECISION,BUSINESS,4,11,442
BUSINESS & DECISION,DECISION,1,11,405
BUSINESS & DECISION,BUSINESS DECISION,-1,0,0
AUSY,AUSY,1,4,1
HERMES INTERNATIONAL,HERMES,3,17,37
HERMES INTERNATIONAL,INTERNATIONAL,35,11,1731
HERMES INTERNATIONAL,HERMES INTERNATIONAL,-1,11,0
CARMILA,CARMILA,1,4,3
ID LOGISTICS FRANCE,ID,52,12,6850
ID LOGISTICS FRANCE,LOGISTICS,3,12,22
ID LOGISTICS FRANCE,FRANCE,265,5,2873
ID LOGISTICS FRANCE,ID LOGISTICS,-1,12,0
ID LOGISTICS FRANCE,ID FRANCE,-1,0,0
ID LOGISTICS FRANCE,LOGISTICS FRANCE,-1,0,0
ID LOGISTICS FRANCE,ID LOGISTICS FRANCE,-1,0,0
NEXTEDIA,NEXTEDIA,1,18,4
TRIGANO,TRIGANO,1,14,1
SOCIETE DE LA TOUR EIFFEL,SOCIETE,32,8,4591
SOCIETE DE LA TOUR EIFFEL,TOUR,3,8,1418
SOCIETE DE LA TOUR EIFFEL,EIFFEL,1,8,7
SOCIETE DE LA TOUR EIFFEL,SOCIETE TOUR,-1,0,0
SOCIETE DE LA TOUR EIFFEL,SOCIETE EIFFEL,-1,0,0
SOCIETE DE LA TOUR EIFFEL,TOUR EIFFEL,-1,8,2
SOCIETE DE LA TOUR EIFFEL,SOCIETE TOUR EIFFEL,-1,0,0
AUPLATA MINING GROUP (AMG),AUPLATA,1,11,0
AUPLATA MINING GROUP (AMG),MINING,1,4,2
AUPLATA MINING GROUP (AMG),GROUP,123,4,7350
AUPLATA MINING GROUP (AMG),AMG,1,1,9
AUPLATA MINING GROUP (AMG),AUPLATA MINING,-1,1,0
AUPLATA MINING GROUP (AMG),AUPLATA GROUP,-1,0,0
AUPLATA MINING GROUP (AMG),AUPLATA AMG,-1,0,0
AUPLATA MINING GROUP (AMG),MINING GROUP,-1,1,0
AUPLATA MINING GROUP (AMG),MINING AMG,-1,0,0
AUPLATA MINING GROUP (AMG),GROUP AMG,-1,0,0
AUPLATA MINING GROUP (AMG),AUPLATA MINING GROUP,-1,1,0
AUPLATA MINING GROUP (AMG),AUPLATA MINING AMG,-1,0,0
AUPLATA MINING GROUP (AMG),AUPLATA GROUP AMG,-1,0,0
AUPLATA MINING GROUP (AMG),MINING GROUP AMG,-1,0,0
AUPLATA MINING GROUP (AMG),AUPLATA MINING GROUP AMG,-1,0,0
SA ESKER,ESKER,1,41,2
ESSO SOCIETE ANONYME FRANCAISE,ESSO,4,12,2216
ESSO SOCIETE ANONYME FRANCAISE,SOCIETE,32,4,4595
ESSO SOCIETE ANONYME FRANCAISE,ANONYME,3,0,14
ESSO SOCIETE ANONYME FRANCAISE,FRANCAISE,9,0,673
ESSO SOCIETE ANONYME FRANCAISE,ESSO SOCIETE,-1,0,0
ESSO SOCIETE ANONYME FRANCAISE,ESSO ANONYME,-1,0,0
ESSO SOCIETE ANONYME FRANCAISE,ESSO FRANCAISE,-1,0,0
ESSO SOCIETE ANONYME FRANCAISE,SOCIETE ANONYME,-1,0,6
ESSO SOCIETE ANONYME FRANCAISE,SOCIETE FRANCAISE,-1,0,93
ESSO SOCIETE ANONYME FRANCAISE,ANONYME FRANCAISE,-1,0,0
ESSO SOCIETE ANONYME FRANCAISE,ESSO SOCIETE ANONYME,-1,0,0
ESSO SOCIETE ANONYME FRANCAISE,ESSO SOCIETE FRANCAISE,-1,0,0
ESSO SOCIETE ANONYME FRANCAISE,ESSO ANONYME FRANCAISE,-1,0,0
ESSO SOCIETE ANONYME FRANCAISE,SOCIETE ANONYME FRANCAISE,-1,0,0
ESSO SOCIETE ANONYME FRANCAISE,ESSO SOCIETE ANONYME FRANCAISE,-1,0,0
INFOVISTA SAS,INFOVISTA,1,2,2
INFOVISTA SAS,SAS,96,0,169
INFOVISTA SAS,INFOVISTA SAS,-1,0,0
GFI INFORMATIQUE,GFI,1,15,11
GFI INFORMATIQUE,INFORMATIQUE,7,14,278
GFI INFORMATIQUE,GFI INFORMATIQUE,-1,14,6
EUROBIO SCIENTIFIC,EUROBIO,1,18,4
EUROBIO SCIENTIFIC,SCIENTIFIC,3,11,19
EUROBIO SCIENTIFIC,EUROBIO SCIENTIFIC,-1,11,0
SAFRAN ELECTRONICS & DEFENSE,SAFRAN,9,7,119
SAFRAN ELECTRONICS & DEFENSE,ELECTRONICS,4,6,53
SAFRAN ELECTRONICS & DEFENSE,DEFENSE,2,6,194
SAFRAN ELECTRONICS & DEFENSE,SAFRAN ELECTRONICS,-1,6,7
SAFRAN ELECTRONICS & DEFENSE,SAFRAN DEFENSE,-1,0,0
SAFRAN ELECTRONICS & DEFENSE,ELECTRONICS DEFENSE,-1,0,0
SAFRAN ELECTRONICS & DEFENSE,SAFRAN ELECTRONICS DEFENSE,-1,0,0
SAFRAN CERAMICS,SAFRAN,9,3,123
SAFRAN CERAMICS,CERAMICS,1,2,3
SAFRAN CERAMICS,SAFRAN CERAMICS,-1,2,2
EUROMEDIS GROUPE,EUROMEDIS,1,11,4
EUROMEDIS GROUPE,GROUPE,58,9,7120
EUROMEDIS GROUPE,EUROMEDIS GROUPE,-1,5,4
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT,18,0,3412
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE,8,0,285
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,CONCEPTION,1,0,373
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,SYSTEMES,4,0,673
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INFORMATION,2,1,654
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INFORMATIQUE,7,1,291
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT INGENIERIE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT CONCEPTION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT SYSTEMES,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT INFORMATION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT INFORMATIQUE,-1,0,1
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE CONCEPTION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE SYSTEMES,-1,0,3
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE INFORMATION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE INFORMATIQUE,-1,0,3
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,CONCEPTION SYSTEMES,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,CONCEPTION INFORMATION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,CONCEPTION INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,SYSTEMES INFORMATION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,SYSTEMES INFORMATIQUE,-1,0,8
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INFORMATION INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT INGENIERIE CONCEPTION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT INGENIERIE SYSTEMES,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT INGENIERIE INFORMATION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT INGENIERIE INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT CONCEPTION SYSTEMES,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT CONCEPTION INFORMATION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT CONCEPTION INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT SYSTEMES INFORMATION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT SYSTEMES INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT INFORMATION INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE CONCEPTION SYSTEMES,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE CONCEPTION INFORMATION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE CONCEPTION INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE SYSTEMES INFORMATION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE SYSTEMES INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE INFORMATION INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,CONCEPTION SYSTEMES INFORMATION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,CONCEPTION SYSTEMES INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,CONCEPTION INFORMATION INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,SYSTEMES INFORMATION INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT INGENIERIE CONCEPTION SYSTEMES,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT INGENIERIE CONCEPTION INFORMATION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT INGENIERIE CONCEPTION INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT INGENIERIE SYSTEMES INFORMATION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT INGENIERIE SYSTEMES INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT INGENIERIE INFORMATION INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT CONCEPTION SYSTEMES INFORMATION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT CONCEPTION SYSTEMES INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT CONCEPTION INFORMATION INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,DEVELOPPEMENT SYSTEMES INFORMATION INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE CONCEPTION SYSTEMES INFORMATION,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE CONCEPTION SYSTEMES INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE CONCEPTION INFORMATION INFORMATIQUE,-1,0,0
DEVELOPPEMENT INGENIERIE & CONCEPTION DE SYSTEMES D'INFORMATION EN INFORMATIQUE,INGENIERIE SYSTEMES INFORMATION INFORMATIQUE,-1,0,0
